entry	ensembl	entry_name	reviewed	protein_names	gene_names	length	organism	organism_id	pfam	supfam
Q9VRN2		MTH2_DROME	reviewed	Probable G-protein coupled receptor Mth-like 2 (Protein methuselah-like 2)	mthl2 CG17795	518	Drosophila melanogaster (Fruit fly)	7227	PF00002;PF06652;	SSF81321;SSF63877;
Q9VRV7		SF3B6_DROME	reviewed	Splicing factor 3B subunit 6 (Pre-mRNA branch site p14-like protein)	Sf3b6 CG13298	121	Drosophila melanogaster (Fruit fly)	7227	PF00076;	SSF54928;
Q9VS36		TO6BL_DROME	reviewed	Meiotic recombination protein P22	mei-P22 CG14827	331	Drosophila melanogaster (Fruit fly)	7227		
Q9VS46		RINT1_DROME	reviewed	RINT1-like protein (DmRINT-1)	Rint1 CG8605	724	Drosophila melanogaster (Fruit fly)	7227	PF04437;	
Q9VS77		MTH6_DROME	reviewed	Probable G-protein coupled receptor Mth-like 6 (Protein methuselah-like 6)	mthl6 CG16992	480	Drosophila melanogaster (Fruit fly)	7227	PF00002;PF06652;	SSF63877;
Q9VSA4		TONSL_DROME	reviewed	Tonsoku-like protein	CG7457	1405	Drosophila melanogaster (Fruit fly)	7227	PF12796;PF13516;PF13181;	SSF48403;SSF52047;SSF48452;
Q9VSD7		DBR1_DROME	reviewed	Lariat debranching enzyme (DmDBR1) (EC 3.1.4.-)	ldbr DBR1 CG7942	534	Drosophila melanogaster (Fruit fly)	7227	PF05011;PF00149;	SSF56300;
Q9VSE7		MTH7_DROME	reviewed	Probable G-protein coupled receptor Mth-like 7 (Protein methuselah-like 7)	mthl7 CG7476	491	Drosophila melanogaster (Fruit fly)	7227	PF06652;	SSF63877;
Q9VSF4		DHYS_DROME	reviewed	Probable deoxyhypusine synthase (DHS) (EC 2.5.1.46)	CG8005	368	Drosophila melanogaster (Fruit fly)	7227	PF01916;	SSF52467;
Q9VSH4		CPSF6_DROME	reviewed	Cleavage and polyadenylation specificity factor subunit 6	Cpsf6 CG7185	652	Drosophila melanogaster (Fruit fly)	7227	PF00076;PF25524;	SSF54928;
Q9VSS2		SRP68_DROME	reviewed	Signal recognition particle subunit SRP68 (SRP68) (Signal recognition particle 68 kDa protein)	Srp68 CG5064	604	Drosophila melanogaster (Fruit fly)	7227	PF16969;	
Q9VSY6		SERB_DROME	reviewed	Phosphoserine phosphatase (PSP) (PSPase) (EC 3.1.3.3) (O-phosphoserine phosphohydrolase)	aay astray CG3705	270	Drosophila melanogaster (Fruit fly)	7227	PF00702;	SSF56784;
Q9VT20		OR67B_DROME	reviewed	Odorant receptor 67b	Or67b CG14176	421	Drosophila melanogaster (Fruit fly)	7227	PF02949;	
Q9VT50		INSL1_DROME	reviewed	Insulin-like peptide 1 (dILP1) (Insulin-related peptide 1) [Cleaved into: Insulin-like peptide 1 A chain; Insulin-like peptide 1 B chain]	Ilp1 CG14173	154	Drosophila melanogaster (Fruit fly)	7227	PF00049;	SSF56994;
Q9VT67		HEZ_DROME	reviewed	LSM12 homolog B (Protein Hezron)	Hez Lsm12b CG14164	186	Drosophila melanogaster (Fruit fly)	7227	PF09793;PF21166;	
Q9VT90		OR67C_DROME	reviewed	Odorant receptor 67c	Or67c CG14156	404	Drosophila melanogaster (Fruit fly)	7227	PF02949;	
Q9VTC2		BL1S4_DROME	reviewed	Biogenesis of lysosome-related organelles complex 1 subunit 4 (BLOC-1 subunit 4) (Protein cappuccino homolog)	Blos4 CG14149	169	Drosophila melanogaster (Fruit fly)	7227		
Q9VTE5		PFD2_DROME	reviewed	Probable prefoldin subunit 2	Pfdn2 l(3)01239 CG6302	143	Drosophila melanogaster (Fruit fly)	7227	PF01920;	SSF46579;
Q9VTE6		NOC1L_DROME	reviewed	Nucleolar complex protein 1	Noc1 CG7839	1174	Drosophila melanogaster (Fruit fly)	7227	PF03914;	SSF48371;
Q9VTM5		TFB1M_DROME	reviewed	Dimethyladenosine transferase 1, mitochondrial (EC 2.1.1.-) (Mitochondrial 12S rRNA dimethylase 1) (Mitochondrial transcription factor B1) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase 1) (d-mtTFB1)	mtTFB1 CG42631	330	Drosophila melanogaster (Fruit fly)	7227	PF00398;	SSF53335;
Q9VTN3		TIM13_DROME	reviewed	Mitochondrial import inner membrane translocase subunit Tim13	Tim13 CG11611	92	Drosophila melanogaster (Fruit fly)	7227	PF02953;	SSF144122;
Q9VTP4		R10AB_DROME	reviewed	Large ribosomal subunit protein uL1 (60S ribosomal protein L10a-2)	RpL10Ab CG7283	217	Drosophila melanogaster (Fruit fly)	7227	PF00687;	SSF56808;
Q9VTU4		EIF3L_DROME	reviewed	Eukaryotic translation initiation factor 3 subunit L (eIF3l)	eIF3l CG5642	539	Drosophila melanogaster (Fruit fly)	7227	PF10255;	SSF48452;
Q9VTV1		THOC6_DROME	reviewed	THO complex subunit 6	thoc6 CG5632	350	Drosophila melanogaster (Fruit fly)	7227	PF00400;	SSF50978;
Q9VU27		OR69A_DROME	reviewed	Putative odorant receptor 69a, isoform A	Or69a Or69b CG32116	393	Drosophila melanogaster (Fruit fly)	7227	PF02949;	
Q9VU31		EXD1_DROME	reviewed	Protein Exd1 homolog (DmExd1) (Exonuclease 3'-5' domain-containing protein 1 homolog) (Exonuclease 3'-5' domain-like-containing protein 1 homolog)	CG11263	265	Drosophila melanogaster (Fruit fly)	7227		SSF53098;
Q9VU58		NPLP2_DROME	reviewed	Neuropeptide-like 2 (NEF peptide)	Nplp2 CG11051	86	Drosophila melanogaster (Fruit fly)	7227		
Q9VU65		POC1_DROME	reviewed	POC1 centriolar protein homolog (Proteome of centrioles 1)	Poc1 CG10191	391	Drosophila melanogaster (Fruit fly)	7227	PF00400;	SSF50978;
Q9VUJ0		RM39_DROME	reviewed	Large ribosomal subunit protein mL39 (39S ribosomal protein L39, mitochondrial) (MRP-L39) (MRP-L5)	mRpL39 mRpL5 CG17166	333	Drosophila melanogaster (Fruit fly)	7227	PF02824;	SSF55186;
Q9VUK5		OR71A_DROME	reviewed	Putative odorant receptor 71a	Or71a CG17871	378	Drosophila melanogaster (Fruit fly)	7227	PF02949;	
Q9VUN3		RANL_DROME	reviewed	GTP-binding nuclear protein Ran-like	Ran-like CG7815	217	Drosophila melanogaster (Fruit fly)	7227	PF00071;	SSF52540;
Q9VUR7		PHLP1_DROME	reviewed	Phosducin-like protein 1 (PHLP)	PhLP1 CG7650	276	Drosophila melanogaster (Fruit fly)	7227	PF02114;	SSF52833;
Q9VUY0		MOX11_DROME	reviewed	MOXD1 homolog 1 (EC 1.14.17.-)	CG5235	698	Drosophila melanogaster (Fruit fly)	7227	PF03712;PF01082;PF03351;	SSF49742;
Q9VV36		RETIN_DROME	reviewed	Retinin	retinin CG13057	191	Drosophila melanogaster (Fruit fly)	7227	PF04527;	
Q9VV41		OSGEP_DROME	reviewed	Probable tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein Tcs3) (tRNA threonylcarbamoyladenosine biosynthesis protein Tcs3)	Tcs3 CG4933	347	Drosophila melanogaster (Fruit fly)	7227	PF00814;	SSF53067;
Q9VVE5		MSIR6_DROME	reviewed	RNA-binding protein Musashi homolog Rbp6	Rbp6 RRM6 CG32169	369	Drosophila melanogaster (Fruit fly)	7227	PF00076;	SSF54928;
Q9VVF3		OR74A_DROME	reviewed	Odorant receptor 74a	Or74a CG13726	404	Drosophila melanogaster (Fruit fly)	7227	PF02949;	
Q9VVG4		EXOC1_DROME	reviewed	Exocyst complex component 1 (Exocyst complex component Sec3)	Sec3 CG3885	889	Drosophila melanogaster (Fruit fly)	7227	PF15277;PF20654;PF09763;	
Q9VVG6		COQ4_DROME	reviewed	Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial (4-hydroxy-3-methoxy-5-polyprenylbenzoate decarboxylase) (EC 4.1.1.130) (Coenzyme Q biosynthesis protein 4 homolog)	Coq4 CG32174	268	Drosophila melanogaster (Fruit fly)	7227	PF05019;	
Q9VVH3		MIC13_DROME	reviewed	MICOS complex subunit MIC13 homolog QIL1	QIL1 CG7603	122	Drosophila melanogaster (Fruit fly)	7227	PF15884;	
Q9VVI1		LUC7L_DROME	reviewed	Putative RNA-binding protein Alsin2	Alsin2 CG7564	420	Drosophila melanogaster (Fruit fly)	7227	PF03194;	
Q9VVL6		MED19_DROME	reviewed	Mediator of RNA polymerase II transcription subunit 19 (Mediator complex subunit 19)	MED19 CG5546	337	Drosophila melanogaster (Fruit fly)	7227	PF10278;	
Q9VVT9		NIJB_DROME	reviewed	Ninjurin-B (dNINJ-B)	NijB CG11637	181	Drosophila melanogaster (Fruit fly)	7227	PF04923;	
Q9VVW1		A76A_DROME	reviewed	Accessory gland protein Acp76A	Acp76A CG3801	386	Drosophila melanogaster (Fruit fly)	7227	PF00079;	SSF56574;
Q9VVW8		NNRD_DROME	reviewed	ATP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.93) (ATP-dependent NAD(P)HX dehydratase)	Naxd CG10424	300	Drosophila melanogaster (Fruit fly)	7227	PF01256;	SSF53613;
Q9VVY3		GBS76_DROME	reviewed	Glycogen-binding subunit 76A (CBM21 domain-containing protein CG9619)	Gbs-76A CG9619	681	Drosophila melanogaster (Fruit fly)	7227	PF03370;	
Q9VW14		MRM3_DROME	reviewed	rRNA methyltransferase 3, mitochondrial (EC 2.1.1.-) (RNA methyltransferase-like protein 1) (rRNA (guanosine-2'-O)-methyltransferase)	CG14100	407	Drosophila melanogaster (Fruit fly)	7227	PF22435;PF00588;	SSF75217;SSF55315;
Q9VW27		TEY_DROME	reviewed	Protein Teyrha-meyrha	tey CG8780	717	Drosophila melanogaster (Fruit fly)	7227	PF15926;	
Q9VWA2		DCTD_DROME	reviewed	Probable deoxycytidylate deaminase (EC 3.5.4.12) (dCMP deaminase)	CG6951	203	Drosophila melanogaster (Fruit fly)	7227	PF00383;	SSF53927;
Q9VWB0		TECPR_DROME	reviewed	Tectonin beta-propeller repeat-containing protein (Peroxin-23 protein)	Pex23 CG32226	1350	Drosophila melanogaster (Fruit fly)	7227	PF00337;PF06462;PF06398;PF19193;	SSF49899;
Q9VWB1		DCNL4_DROME	reviewed	DCN1-like protein 4 (DCNL4) (DCUN1 domain-containing protein 4) (Defective in cullin neddylation protein 1-like protein 4) (Squamous cell carcinoma-related oncogene 4)	SCCRO4 Dcun1d4 CG6597	248	Drosophila melanogaster (Fruit fly)	7227	PF03556;	
Q9VWD6		OSGP2_DROME	reviewed	Probable tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (Threonyl-carbamoyl synthesis 4) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein Tcs4) (tRNA threonylcarbamoyladenosine biosynthesis protein Tcs4)	Tcs4 CG14231	409	Drosophila melanogaster (Fruit fly)	7227	PF00814;	SSF53067;
Q9VWE9		S61G2_DROME	reviewed	Protein transport protein Sec61 gamma-2 subunit	Sec61gamma SEC61G2 CG14214	68	Drosophila melanogaster (Fruit fly)	7227	PF00584;	SSF103456;
Q9VWG0		SHAWN_DROME	reviewed	Solute carrier family 25 protein Shawn (Solute carrier family 25 member 39 homolog)	Shawn CG14209	387	Drosophila melanogaster (Fruit fly)	7227	PF00153;	SSF103506;
Q9VWH8		KISH_DROME	reviewed	Protein kish	ksh CG14199	72	Drosophila melanogaster (Fruit fly)	7227	PF06842;	
Q9VWI0		NDUS4_DROME	reviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	ND-18 dNDUFS4 NUYM CG12203	183	Drosophila melanogaster (Fruit fly)	7227	PF04800;	
Q9VWL5		INX5_DROME	reviewed	Innexin inx5	Inx5 CG7537	419	Drosophila melanogaster (Fruit fly)	7227	PF00876;	
Q9VWN5		MINY3_DROME	reviewed	Ubiquitin carboxyl-terminal hydrolase MINDY-3 homolog (EC 3.4.19.12) (Deubiquitinating enzyme MINDY-3) (Protein CARP homolog)	mindy3 CG7332	560	Drosophila melanogaster (Fruit fly)	7227	PF13898;	SSF47473;
Q9VWR8		DPY19_DROME	reviewed	C-mannosyltransferase dpy-19 homolog (EC 2.4.1.-)	CG6659	872	Drosophila melanogaster (Fruit fly)	7227	PF10034;	
Q9VWV8		NOSIP_DROME	reviewed	Nitric oxide synthase-interacting protein homolog	CG6179	307	Drosophila melanogaster (Fruit fly)	7227	PF15906;	SSF57850;
Q9VX12		SPT7_DROME	reviewed	SAGA complex subunit Spt7	Spt7 CG6506	359	Drosophila melanogaster (Fruit fly)	7227		
Q9VX39		TM41_DROME	reviewed	Transmembrane protein 41 homolog (Protein stasimon)	stas CG8408	320	Drosophila melanogaster (Fruit fly)	7227	PF09335;	
Q9VX91		UBR1_DROME	reviewed	E3 ubiquitin-protein ligase UBR1 (EC 2.3.2.27) (N-recognin) (RING-type E3 ubiquitin transferase UBR1) (Ubiquitin-protein ligase E3-alpha)	Ubr1 CG9086	1824	Drosophila melanogaster (Fruit fly)	7227	PF02617;PF18995;PF22960;PF02207;	SSF54736;SSF46785;
Q9VXG4		ANX11_DROME	reviewed	Annexin B11	AnxB11 CG9968	511	Drosophila melanogaster (Fruit fly)	7227	PF00191;	SSF47874;
Q9VXH6		CANC_DROME	reviewed	Calpain-C (Calcium-activated neutral proteinase homolog C) (CANP C)	CalpC CG3692	681	Drosophila melanogaster (Fruit fly)	7227	PF01067;PF00648;	SSF49758;SSF54001;SSF47473;
Q9VXK6		IF5_DROME	reviewed	Eukaryotic translation initiation factor 5 (eIF-5)	eIF5 CG9177	464	Drosophila melanogaster (Fruit fly)	7227	PF01873;PF02020;	SSF48371;SSF100966;SSF75689;
Q9VXL0		OR13A_DROME	reviewed	Odorant receptor 13a	Or13a CG12697	418	Drosophila melanogaster (Fruit fly)	7227	PF02949;	
Q9VXN4		SYRC_DROME	reviewed	Probable arginine--tRNA ligase, cytoplasmic (EC 6.1.1.19) (Arginyl-tRNA synthetase)	ArgRS Aats-arg CG9020	665	Drosophila melanogaster (Fruit fly)	7227	PF03485;PF05746;PF00750;	SSF47323;SSF55190;SSF52374;
Q9VXT7		ASGL1_DROME	reviewed	Probable isoaspartyl peptidase/L-asparaginase CG7860 (EC 3.4.19.5) (EC 3.5.1.1) (Beta-aspartyl-peptidase CG7860) (Isoaspartyl dipeptidase CG7860) (L-asparagine amidohydrolase CG7860) [Cleaved into: Probable isoaspartyl peptidase/L-asparaginase CG7860 alpha chain; Probable isoaspartyl peptidase/L-asparaginase CG7860 beta chain]	CG7860	332	Drosophila melanogaster (Fruit fly)	7227	PF01112;	SSF56235;
Q9VXX8		RL371_DROME	reviewed	Large ribosomal subunit protein eL37A (Probable 60S ribosomal protein L37-A) (Ribosomal protein L37-1)	RpL37-1 RpL37a CG9091	93	Drosophila melanogaster (Fruit fly)	7227	PF01907;	SSF57829;
Q9VY01		EO_DROME	reviewed	Ecdysone oxidase (EC 1.1.3.16)	Eo EObeta1 CG9504	657	Drosophila melanogaster (Fruit fly)	7227	PF05199;PF00732;	SSF54373;SSF51905;
Q9VY86		TM2D2_DROME	reviewed	TM2 domain-containing protein amaretto (TM2D2)	amrt CG11103	224	Drosophila melanogaster (Fruit fly)	7227	PF05154;	
Q9VY93		MTNB_DROME	reviewed	Probable methylthioribulose-1-phosphate dehydratase (MTRu-1-P dehydratase) (EC 4.2.1.109)	CG11134	227	Drosophila melanogaster (Fruit fly)	7227	PF00596;	SSF53639;
Q9VYA8		TNG2_DROME	reviewed	Transport and Golgi organization protein 2	Tango2 CG11176	283	Drosophila melanogaster (Fruit fly)	7227	PF05742;	
Q9VYD7		TIM9_DROME	reviewed	Mitochondrial import inner membrane translocase subunit Tim9	Tim9a Tim9 CG1660	95	Drosophila melanogaster (Fruit fly)	7227	PF02953;	SSF144122;
Q9VYF2		IMPA3_DROME	reviewed	Putative inositol monophosphatase 3 (IMP 3) (IMPase 3) (EC 3.1.3.25) (Inositol-1(or 4)-monophosphatase 3) (Myo-inositol monophosphatase A3)	CG15743	355	Drosophila melanogaster (Fruit fly)	7227	PF00459;	SSF56655;
Q9VYG1		PSMD5_DROME	reviewed	26S proteasome non-ATPase regulatory subunit 5 (26S proteasome subunit S5B) (dS5b)	CG12096	506	Drosophila melanogaster (Fruit fly)	7227	PF10508;	SSF48371;
Q9VYQ5		CP318_DROME	reviewed	Probable cytochrome P450 318a1 (EC 1.14.-.-) (CYPCCCXVIIIA1)	Cyp318a1 CG1786	536	Drosophila melanogaster (Fruit fly)	7227	PF00067;	SSF48264;
Q9VYQ7		CP311_DROME	reviewed	Probable cytochrome P450 311a1 (EC 1.14.-.-) (CYPCCCXIA1)	Cyp311a1 CG1488	483	Drosophila melanogaster (Fruit fly)	7227	PF00067;	SSF48264;
Q9VYR0		LSM12_DROME	reviewed	LSM12 homolog A	Lsm12a Lsm12 CG15735	217	Drosophila melanogaster (Fruit fly)	7227	PF09793;PF21166;	
Q9VYY4		C4G15_DROME	reviewed	Cytochrome P450 4g15 (EC 1.14.-.-) (CYPIVG15)	Cyp4g15 CG11715	574	Drosophila melanogaster (Fruit fly)	7227	PF00067;	SSF48264;
Q9VYZ2		GR10B_DROME	reviewed	Putative gustatory receptor 10b	Gr10b CG12622	373	Drosophila melanogaster (Fruit fly)	7227	PF08395;	
Q9VZ35		VAGO_DROME	reviewed	Protein Vago	Vago DIGF-2 CG2081	160	Drosophila melanogaster (Fruit fly)	7227	PF15430;	
Q9VZ64		6PGL_DROME	reviewed	Probable 6-phosphogluconolactonase (6PGL) (EC 3.1.1.31)	Pgls CG17333	243	Drosophila melanogaster (Fruit fly)	7227	PF01182;	SSF100950;
Q9VZA4		BND7A_DROME	reviewed	Band 7 protein CG42540	CG42540	505	Drosophila melanogaster (Fruit fly)	7227	PF01145;	SSF117892;
Q9VZI3		UN112_DROME	reviewed	Unc-112-related protein (Fermitin-1)	Fit1 CG14991	708	Drosophila melanogaster (Fruit fly)	7227	PF00373;PF18124;PF00169;	SSF50729;SSF47031;
Q9VZL6		LTOR4_DROME	reviewed	Ragulator complex protein LAMTOR4 homolog (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 4)	Lamtor4 CG14977	120	Drosophila melanogaster (Fruit fly)	7227		
Q9VZS3		ETIF1_DROME	reviewed	Eukaryotic translation initiation factor eIF1 (Protein translation factor SUI1 homolog)	eIF1 CG17737	110	Drosophila melanogaster (Fruit fly)	7227	PF01253;	SSF55159;
Q9VZS6		NSMA_DROME	reviewed	Putative neutral sphingomyelinase (EC 3.1.4.12)	nSMase CG12034	442	Drosophila melanogaster (Fruit fly)	7227	PF03372;	SSF56219;
Q9VZW8		OR63A_DROME	reviewed	Odorant receptor 63a	Or63a CG9969	420	Drosophila melanogaster (Fruit fly)	7227	PF02949;	
Q9W040		OSM1_DROME	reviewed	Intraflagellar transport protein 172 homolog (Osmotic avoidance abnormal protein 1 homolog) (Outer segment 2)	Oseg2 osm-1 CG13809	1754	Drosophila melanogaster (Fruit fly)	7227	PF24762;PF23387;PF00400;	SSF69322;SSF50978;
Q9W0G6		MSD5_DROME	reviewed	Augmin complex subunit msd5 (Mitotic spindle density protein 5)	msd5 dgt7 CG2213	253	Drosophila melanogaster (Fruit fly)	7227		
Q9W0M7		SF3B3_DROME	reviewed	Splicing factor 3B subunit 3	Sf3b3 CG13900	1227	Drosophila melanogaster (Fruit fly)	7227	PF10433;PF23726;PF03178;	SSF50978;
Q9W0R5		MTH10_DROME	reviewed	Probable G-protein coupled receptor Mth-like 10 (Protein methuselah-like 10)	mthl10 mth2 CG17061	585	Drosophila melanogaster (Fruit fly)	7227	PF00002;PF06652;	SSF63877;
Q9W0R6		MTH9_DROME	reviewed	Probable G-protein coupled receptor Mth-like 9 (Protein methuselah-like 9)	mthl9 CG17084	513	Drosophila melanogaster (Fruit fly)	7227	PF06652;	SSF81321;SSF63877;
Q9W0V7		MTH8_DROME	reviewed	Probable G-protein coupled receptor Mth-like 8 (Protein methuselah-like 8)	mthl8 CG32475	492	Drosophila melanogaster (Fruit fly)	7227	PF06652;	SSF63877;
Q9W0Y1		TINA1_DROME	reviewed	Troponin C-akin-1 protein (EC 2.3.2.-) (Putative gamma-glutamylcyclotransferase)	Tina-1 CG2803	167	Drosophila melanogaster (Fruit fly)	7227	PF06094;	SSF110857;
Q9W141		ATPK_DROME	reviewed	Putative ATP synthase subunit f, mitochondrial	ATPsynF CG4692	107	Drosophila melanogaster (Fruit fly)	7227	PF10206;	
Q9W145		STRT1_DROME	reviewed	Steroidogenic acute regulatory protein-like	Start1 CG3522	583	Drosophila melanogaster (Fruit fly)	7227	PF10457;PF01852;	SSF55961;
Q9W1A2		NAA35_DROME	reviewed	N-alpha-acetyltransferase 35, NatC auxiliary subunit homolog (Embryonic growth-associated protein homolog) (Protein MAK10 homolog)	Naa35 CG4065	784	Drosophila melanogaster (Fruit fly)	7227	PF04112;PF25789;	
Q9W1C9		PEB3_DROME	reviewed	Ejaculatory bulb-specific protein 3 (Ejaculatory bulb-specific protein III) (PEB-meIII) (PEBmelIII)	EbpIII PebIII CG11390	126	Drosophila melanogaster (Fruit fly)	7227	PF03392;	SSF100910;
Q9W1G0		TALDO_DROME	reviewed	Probable transaldolase (EC 2.2.1.2)	Taldo Tal CG2827	331	Drosophila melanogaster (Fruit fly)	7227	PF00923;	SSF51569;
Q9W1H9		NDUF3_DROME	reviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3 (dNDUFAF3) (NADH:ubiquinone oxidoreductase complex assembly factor 3)	NdufAF3 CG5569	196	Drosophila melanogaster (Fruit fly)	7227	PF04430;	SSF64076;
Q9W1N5		GR59F_DROME	reviewed	Putative gustatory receptor 59f	Gr59f GR59E.1 CG33150	406	Drosophila melanogaster (Fruit fly)	7227	PF08395;	
Q9W1N6		GR59E_DROME	reviewed	Putative gustatory receptor 59e	Gr59e GR59E.2 CG33151	399	Drosophila melanogaster (Fruit fly)	7227	PF08395;	
Q9W1P7		OR59C_DROME	reviewed	Putative odorant receptor 59c	Or59c CG17226	411	Drosophila melanogaster (Fruit fly)	7227	PF02949;	
Q9W1U6		RL372_DROME	reviewed	Large ribosomal subunit protein L37-2 (Large ribosomal subunit protein eL37B) (Probable 60S ribosomal protein L37-B)	RpL37-2 RpL37b CG9873	89	Drosophila melanogaster (Fruit fly)	7227	PF01907;	SSF57829;
Q9W1X8		FCL_DROME	reviewed	Probable GDP-L-fucose synthase (EC 1.1.1.271) (GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase) (GER) (Protein FX)	Gmer CG3495	321	Drosophila melanogaster (Fruit fly)	7227	PF01370;	SSF51735;
Q9W1Y1		EMC89_DROME	reviewed	ER membrane protein complex subunit 8/9 homolog	EMC8-9 CG3501	203	Drosophila melanogaster (Fruit fly)	7227	PF03665;	
Q9W223		CP6D2_DROME	reviewed	Probable cytochrome P450 6d2 (EC 1.14.-.-) (CYPVID2)	Cyp6d2 CG4373	512	Drosophila melanogaster (Fruit fly)	7227	PF00067;	SSF48264;
Q9W265		HOT_DROME	reviewed	Probable hydroxyacid-oxoacid transhydrogenase, mitochondrial (HOT) (EC 1.1.99.24)	T3dh CG3425	464	Drosophila melanogaster (Fruit fly)	7227	PF25137;PF00465;	SSF56796;
Q9W2B1		GR58B_DROME	reviewed	Putative gustatory receptor 58b	Gr58b GR58A.2 CG13495	408	Drosophila melanogaster (Fruit fly)	7227	PF08395;	
Q9W2B2		GR58C_DROME	reviewed	Putative gustatory receptor 58c	Gr58c GR58A.3 CG13491	412	Drosophila melanogaster (Fruit fly)	7227	PF08395;	
Q9W2D6		TIM10_DROME	reviewed	Mitochondrial import inner membrane translocase subunit Tim10	Tim10 CG9878	92	Drosophila melanogaster (Fruit fly)	7227	PF02953;	SSF144122;
Q9W2D9		EIF3K_DROME	reviewed	Eukaryotic translation initiation factor 3 subunit K (eIF3k) (eIF-3 p25)	eIF3k CG10306	222	Drosophila melanogaster (Fruit fly)	7227	PF10075;	SSF48371;SSF46785;
Q9W2H1		TM2D1_DROME	reviewed	TM2 domain-containing protein biscotti (TM2D1)	bisc CG10795	178	Drosophila melanogaster (Fruit fly)	7227	PF05154;	
Q9W2Q1		RX_DROME	reviewed	Retinal homeobox protein Rx (DRx) (DRx1)	Rx CG10052	873	Drosophila melanogaster (Fruit fly)	7227	PF00046;PF03826;	SSF46689;
Q9W2Q5		CIB2_DROME	reviewed	Calcium and integrin-binding family member 2	Cib2 CG9236	189	Drosophila melanogaster (Fruit fly)	7227	PF13499;	SSF47473;
Q9W2Q7		IPPK_DROME	reviewed	Inositol-pentakisphosphate 2-kinase (EC 2.7.1.158) (Inositol-1,3,4,5,6-pentakisphosphate 2-kinase) (Ins(1,3,4,5,6)P5 2-kinase) (DmIpk1) (InsP5 2-kinase)	Ipk1 CG30295	621	Drosophila melanogaster (Fruit fly)	7227	PF06090;	
Q9W2U9		OR9A_DROME	reviewed	Odorant receptor 9a	Or9a CG15302	392	Drosophila melanogaster (Fruit fly)	7227	PF02949;	
Q9W2W5		ADPR1_DROME	reviewed	ADP-ribosylarginine hydrolase CG2909 (EC 3.2.2.19)	CG2909	505	Drosophila melanogaster (Fruit fly)	7227	PF16062;	
Q9W2X7		YPL1_DROME	reviewed	Protein yippee-like (Protein yippee-like 3)	Ypel Ypel3 CG15309	114	Drosophila melanogaster (Fruit fly)	7227	PF03226;	
Q9W2Y3		NNRE_DROME	reviewed	NAD(P)H-hydrate epimerase (EC 5.1.99.6) (NAD(P)HX epimerase)	Naxe CG2974	230	Drosophila melanogaster (Fruit fly)	7227	PF03853;	SSF64153;
Q9W391		KPBA_DROME	reviewed	Probable phosphorylase b kinase regulatory subunit alpha (Phosphorylase kinase subunit alpha)	CG7766	1247	Drosophila melanogaster (Fruit fly)	7227	PF00723;PF19292;	SSF48208;
Q9W3W8		RL17_DROME	reviewed	Large ribosomal subunit protein uL22 (60S ribosomal protein L17)	RpL17 CG3203	186	Drosophila melanogaster (Fruit fly)	7227	PF00237;	SSF54843;
Q9W3Y0		ZN593_DROME	reviewed	Zinc finger protein 593 homolog	CG3224	162	Drosophila melanogaster (Fruit fly)	7227	PF12171;	SSF57667;
Q9W3Y5		Y4443_DROME	reviewed	Putative ATP-dependent RNA helicase CG14443 (EC 3.6.4.13)	CG14443	736	Drosophila melanogaster (Fruit fly)	7227	PF00270;PF00271;	SSF52540;
Q9W495		PGAP1_DROME	reviewed	GPI inositol-deacylase (EC 3.1.-.-) (Post-GPI attachment to proteins factor 1)	PGAP1 CG3160	980	Drosophila melanogaster (Fruit fly)	7227	PF07819;PF24660;	SSF53474;
Q9W4J5		NEP1_DROME	reviewed	Ribosomal RNA small subunit methyltransferase NEP1 (EC 2.1.1.-) (18S rRNA (pseudouridine-N1)-methyltransferase) (Ribosome biogenesis protein NEP1)	CG3527	252	Drosophila melanogaster (Fruit fly)	7227	PF03587;	SSF75217;
Q9W4J9		ADPR2_DROME	reviewed	ADP-ribosylarginine hydrolase CG3568 (EC 3.2.2.19)	CG3568	508	Drosophila melanogaster (Fruit fly)	7227	PF16062;	
Q9W4N9		GEM4A_DROME	reviewed	Gem-associated protein 4a (Gemin4a) (Protein Gaulos)	Glos Gem4a Gemin4 CG2941	911	Drosophila melanogaster (Fruit fly)	7227		
Q9W4Q9		INSL7_DROME	reviewed	Insulin-like peptide 7 (dILP7) (Insulin-related peptide 7) [Cleaved into: Insulin-like peptide 7 A chain; Insulin-like peptide 7 B chain]	Ilp7 CG13317	159	Drosophila melanogaster (Fruit fly)	7227		SSF56994;
