entry	pos	evidence	id	note	origin
Q9VQZ6	1-552		PRO_0000283992	Elongator complex protein 3	chain
Q9VR05	1-346		PRO_0000454969	Zinc finger protein Paris	chain
Q9VR07	1-943		PRO_0000245793	Sodium- and chloride-dependent GABA transporter ine	chain
Q9VR17	1-363		PRO_0000434579	Early boundary activity protein 1	chain
Q9VR19	1-379		PRO_0000434592	Early boundary activity protein 3	chain
Q9VR20	1-495		PRO_0000460777	OTU domain-containing protein CG3251	chain
Q9VR35	1-653	ECO:0000305	PRO_0000436263	Eukaryotic translation initiation factor 4E-binding protein Mextli	chain
Q9VR38	1-528		PRO_0000459504	Vacuolar fusion protein MON1 homolog	chain
Q9VR50	1-373		PRO_0000305056	Solute carrier family 35 member E1 homolog	chain
Q9VR52	1-395		PRO_0000414861	Protein tilB	chain
Q9VR56	1-319		PRO_0000311319	tRNA (guanine(9)-N(1))-methyltransferase Trmt10A	chain
Q9VR59	1-1696		PRO_0000315697	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase	chain
Q9VR81	1-417		PRO_0000315780	N-acetylglucosamine-6-phosphate deacetylase	chain
Q9VR82	1-481		PRO_0000208502	Innexin inx6	chain
Q9VR89	1-240		PRO_0000270550	RNA-binding protein pno1	chain
Q9VR91	1-4912		PRO_0000229741	Probable E3 ubiquitin-protein ligase HERC2	chain
Q9VR93	1-63		PRO_0000170306	ATP synthase membrane subunit K, mitochondrial	chain
Q9VR94	23-146		PRO_0000012568	General odorant-binding protein 19a	chain
Q9VR99	1-720		PRO_0000419266	Splicing factor Cactin	chain
Q9VRA2	1-781		PRO_0000249956	Molybdenum cofactor sulfurase	chain
Q9VRB3	1-520		PRO_0000051891	Probable cytochrome P450 6v1	chain
Q9VRC9	17-1254		PRO_5004338412	NPC intracellular cholesterol transporter 1 homolog 1b	chain
Q9VRG7	1-243		PRO_0000297976	CTD nuclear envelope phosphatase 1 homolog	chain
Q9VRH6	77-696		PRO_0000402838	Translation factor waclaw, mitochondrial	chain
Q9VRI9	1-529		PRO_0000051888	Probable cytochrome P450 6t1	chain
Q9VRJ0	1-726		PRO_0000314148	Flap endonuclease GEN	chain
Q9VRJ1	25-1012		PRO_0000402119	Alanine--tRNA ligase, mitochondrial	chain
Q9VRJ2	1-423		PRO_0000319577	Acyl-coenzyme A diphosphatase FITM2	chain
Q9VRJ8	1-108		PRO_0000071609	Protein Asterix	chain
Q9VRJ9	1-347		PRO_0000282362	Ubiquitin thioesterase Otu1	chain
Q9VRK8	30-658		PRO_0000286116	Putative phospholipase B-like lamina ancestor	chain
Q9VRL2	1-216		PRO_0000212553	Probable Golgi SNAP receptor complex member 2	chain
Q9VRL3	1-138		PRO_0000124844	Probable prefoldin subunit 4	chain
Q9VRM7	1-543		PRO_0000052316	Cytochrome P450 307a1	chain
Q9VRN2	27-518		PRO_0000013024	Probable G-protein coupled receptor Mth-like 2	chain
Q9VRN3	1-225		PRO_0000456430	Chromatin modification-related protein MEAF6	chain
Q9VRN5	1-195		PRO_0000253797	Protein lin-28 homolog	chain
Q9VRP5	1-1038		PRO_0000378498	Ubiquitin carboxyl-terminal hydrolase 36	chain
Q9VRP9	1-1044		PRO_0000055846	E3 ubiquitin-protein ligase Bre1	chain
Q9VRQ7	1-525		PRO_0000448259	DNA polymerase epsilon subunit 2	chain
Q9VRQ9	24-340	ECO:0000255	PRO_5015100593	Glutaminyl-peptide cyclotransferase	chain
Q9VRR2	1-671		PRO_0000458750	Solute carrier family 53 member 1	chain
Q9VRV7	1-121		PRO_0000081728	Splicing factor 3B subunit 6	chain
Q9VRX1	1-642		PRO_0000459502	Regulator of MON1-CCZ1 complex	chain
Q9VRX2	1-1229	ECO:0000305	PRO_0000444757	Vacuolar protein sorting-associated protein 8 homolog	chain
Q9VRX3	1-462		PRO_0000048281	beta-Tubulin at 65B	chain
Q9VRX6	1-367		PRO_0000208499	Innexin inx4	chain
Q9VRZ7	1-259		PRO_0000460644	Ubiquinol-cytochrome c reductase complex assembly factor 1	chain
Q9VS05	1-676		PRO_0000420793	Forkhead box protein biniou	chain
Q9VS24	1-994		PRO_0000297961	Protein melted	chain
Q9VS29	22-2074		PRO_0000376054	Cell adhesion molecule Dscam2	chain
Q9VS34	1-188		PRO_0000291628	Large ribosomal subunit protein eL18	chain
Q9VS36	1-331		PRO_0000436508	Meiotic recombination protein P22	chain
Q9VS38	1-258		PRO_0000302070	Mediator of RNA polymerase II transcription subunit 4	chain
Q9VS46	1-724		PRO_0000097348	RINT1-like protein	chain
Q9VS48	1-1145		PRO_0000383568	Structure-specific endonuclease subunit SLX4	chain
Q9VS50	1-1052		PRO_0000074544	N-acetyltransferase eco	chain
Q9VS59	1-201		PRO_0000355123	Akirin	chain
Q9VS60	1-600		PRO_0000221079	Ceramide phosphoethanolamine synthase	chain
Q9VS77	21-480		PRO_0000013027	Probable G-protein coupled receptor Mth-like 6	chain
Q9VS78	1-484		PRO_0000052329	Probable cytochrome P450 316a1	chain
Q9VS79	1-463		PRO_0000051835	Cytochrome P450 4d8	chain
Q9VS97	19-186		PRO_0000023914	Peptidoglycan-recognition protein SD	chain
Q9VSA3	23-419	ECO:0000255	PRO_0000000508	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	chain
Q9VSA4	1-1405		PRO_0000403776	Tonsoku-like protein	chain
Q9VSB9	1-376		PRO_0000284502	Transmembrane protein 43 homolog	chain
Q9VSC1	1-77		PRO_0000135185	Signal recognition particle 9 kDa protein	chain
Q9VSD7	1-534		PRO_0000250367	Lariat debranching enzyme	chain
Q9VSE2	1-1051		PRO_0000455411	Helicase POLQ-like	chain
Q9VSE7	23-491		PRO_0000013028	Probable G-protein coupled receptor Mth-like 7	chain
Q9VSF2	1-993		PRO_0000305919	Mediator of RNA polymerase II transcription subunit 24	chain
Q9VSF3	1-181		PRO_0000082492	Nedd8-conjugating enzyme UbcE2M	chain
Q9VSF4	1-368		PRO_0000134472	Probable deoxyhypusine synthase	chain
Q9VSH0	1-346		PRO_0000454443	Cyclic GMP-AMP synthase-like protein	chain
Q9VSH2	1-527		PRO_0000216535	Gustatory receptor for bitter taste 66a	chain
Q9VSH3	1-245		PRO_0000179084	Bax inhibitor 1	chain
Q9VSH4	1-652		PRO_0000372849	Cleavage and polyadenylation specificity factor subunit 6	chain
Q9VSH9	1-438		PRO_0000221087	PHAF1 protein CG7083	chain
Q9VSJ8	1-693		PRO_0000118963	Exocyst complex component 7	chain
Q9VSK8	1-597		PRO_0000434014	Zinc finger CCCH domain-containing protein 3	chain
Q9VSK9	1-734		PRO_0000455684	Pseudouridylate synthase 7 homolog	chain
Q9VSL3	1-243		PRO_0000430582	Pyrimidodiazepine synthase	chain
Q9VSL7	22-706	ECO:0000255	PRO_0000041653	Zinc transporter foi	chain
Q9VSR3	1-704		PRO_0000232396	Translational regulator orb2	chain
Q9VSS1	1-611		PRO_0000451862	Protein Pixie	chain
Q9VSS2	1-604		PRO_0000135230	Signal recognition particle subunit SRP68	chain
Q9VSS7	1-250		PRO_0000221091	UPF0193 protein EVG1 homolog	chain
Q9VSU7	1-250		PRO_0000215582	Vesicle transport protein USE1	chain
Q9VSY4	1-461		PRO_0000348069	Alpha-tubulin N-acetyltransferase 1	chain
Q9VSY6	1-270		PRO_0000156883	Phosphoserine phosphatase	chain
Q9VSZ6	1-418		PRO_0000383936	Queuine tRNA-ribosyltransferase accessory subunit 2	chain
Q9VT00	1-2351		PRO_0000462172	Jumonji, AT rich interactive domain protein 2	chain
Q9VT04	1-471		PRO_0000436782	Proton-coupled amino acid transporter-like protein pathetic	chain
Q9VT08	1-407		PRO_0000174262	Odorant receptor 67a	chain
Q9VT20	1-421		PRO_0000174263	Odorant receptor 67b	chain
Q9VT28	1-3479		PRO_0000282939	Protein furry	chain
Q9VT41	1-1001		PRO_0000437659	Integrator complex subunit 7	chain
Q9VT50	30-154		PRO_0000016185	Insulin-like peptide 1	chain
Q9VT51	27-137		PRO_0000016189	Insulin-like peptide 2	chain
Q9VT52	30-120		PRO_0000016193	Insulin-like peptide 3	chain
Q9VT53	27-134		PRO_0000016197	Insulin-like peptide 4	chain
Q9VT57	1-454		PRO_0000085798	Cyclin-dependent kinase 8	chain
Q9VT65	1-925		PRO_0000026499	Calpain-B	chain
Q9VT65	225-925		PRO_0000026501	Calpain-B catalytic subunit 2	chain
Q9VT65	75-925		PRO_0000026500	Calpain-B catalytic subunit 1	chain
Q9VT67	1-186		PRO_0000305135	LSM12 homolog B	chain
Q9VT70	1-317		PRO_0000240209	Nuclear distribution protein nudE homolog	chain
Q9VT90	1-404		PRO_0000174264	Odorant receptor 67c	chain
Q9VT92	1-391		PRO_0000174265	Odorant receptor 67d	chain
Q9VTC2	1-169		PRO_0000420196	Biogenesis of lysosome-related organelles complex 1 subunit 4	chain
Q9VTC4	1-156		PRO_0000212694	MIP18 family protein galla-2	chain
Q9VTE0	1-159		PRO_0000420193	Biogenesis of lysosome-related organelles complex 1 subunit 2	chain
Q9VTE2	1-962		PRO_0000072323	Protein suppressor of underreplication	chain
Q9VTE5	1-143		PRO_0000124838	Probable prefoldin subunit 2	chain
Q9VTE6	1-1174		PRO_0000459994	Nucleolar complex protein 1	chain
Q9VTE9	1-524		PRO_0000194958	Nedd8-activating enzyme E1 regulatory subunit	chain
Q9VTF9	1-316		PRO_0000194987	Ubiquitin fusion degradation protein 1 homolog	chain
Q9VTG7	1-479		PRO_0000195180	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase P	chain
Q9VTH0	22-721	ECO:0000255	PRO_5015100590	Procollagen-lysine,2-oxoglutarate 5-dioxygenase	chain
Q9VTH4	1-280		PRO_0000307211	Protein scylla	chain
Q9VTI8	1-299		PRO_0000307209	Protein charybde	chain
Q9VTJ4	26-494		PRO_0000010318	Putative alpha-L-fucosidase	chain
Q9VTJ8	1-118		PRO_0000071106	Mitochondrial import inner membrane translocase subunit TIM14	chain
Q9VTK2	1-886		PRO_0000121487	Protein O-mannosyltransferase 1	chain
Q9VTL1	1-395		PRO_0000121035	PCI domain-containing protein 2 homolog	chain
Q9VTM0	1-167		PRO_0000420200	Biogenesis of lysosome-related organelles complex 1 subunit 6	chain
Q9VTM5	85-330		PRO_0000273183	Dimethyladenosine transferase 1, mitochondrial	chain
Q9VTM6	23-135	ECO:0000255	PRO_5015100625	UPAR	chain
Q9VTN0	1-389		PRO_0000216536	Gustatory receptor 68a	chain
Q9VTN3	1-92		PRO_0000193628	Mitochondrial import inner membrane translocase subunit Tim13	chain
Q9VTP4	1-217		PRO_0000125829	Large ribosomal subunit protein uL1	chain
Q9VTT0	35-1093	ECO:0000255	PRO_5004336132	Semaphorin 5c	chain
Q9VTT9	1-492		PRO_0000321920	Differentially expressed in FDCP 8 homolog	chain
Q9VTU0	1-855		PRO_0000372654	Protein KRI1 homolog	chain
Q9VTU1	1-111		PRO_0000064632	Autophagy protein 12-like	chain
Q9VTU3	1-476		PRO_0000372857	Rho GTPase-activating protein 68F	chain
Q9VTU4	1-539		PRO_0000364245	Eukaryotic translation initiation factor 3 subunit L	chain
Q9VTV1	1-350		PRO_0000310752	THO complex subunit 6	chain
Q9VTW2	1-747		PRO_0000442517	Inositol polyphosphate 5-phosphatase E	chain
Q9VTX8	1-492		PRO_0000304690	Protein odr-4 homolog	chain
Q9VTY4	1-212		PRO_0000295265	KxDL motif-containing protein CG10681	chain
Q9VTY6	1-178		PRO_0000390471	Ubiquitin-conjugating enzyme E2 C	chain
Q9VTZ2	1-214		PRO_0000460347	Protein verrocchio	chain
Q9VTZ5	22-819	ECO:0000255	PRO_5015100573	Transferrin 2	chain
Q9VTZ6	1-254		PRO_0000199699	Phosphomannomutase	chain
Q9VU02	1-124		PRO_0000122204	Probable small nuclear ribonucleoprotein Sm D1	chain
Q9VU08	1-3919		PRO_0000445548	Intermembrane lipid transfer protein Vps13D	chain
Q9VU27	1-393		PRO_0000174266	Putative odorant receptor 69a, isoform A	chain
Q9VU31	1-265		PRO_0000435801	Protein Exd1 homolog	chain
Q9VU41	1-451		PRO_0000424818	Zinc finger MYND domain-containing protein 10 homolog	chain
Q9VU52	1-715		PRO_0000445380	Protein sneaky	chain
Q9VU65	1-391		PRO_0000395868	POC1 centriolar protein homolog	chain
Q9VU68	1-608		PRO_0000051346	Actin-interacting protein 1	chain
Q9VU70	1-185		PRO_0000332187	Tetratricopeptide repeat protein 36 homolog	chain
Q9VU77	1-316		PRO_0000462173	Bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7	chain
Q9VU84	1-531		PRO_0000270188	Drebrin-like protein	chain
Q9VU86	1-1873		PRO_0000462577	SAGA complex subunit Spt20	chain
Q9VU87	1-399		PRO_0000390363	Vacuolar protein-sorting-associated protein 36	chain
Q9VU95	1-494		PRO_0000287669	Alanine--glyoxylate aminotransferase 2-like	chain
Q9VUA0	1-952		PRO_0000287460	G patch domain-containing protein 1 homolog	chain
Q9VUB4	1-610		PRO_0000220639	GATOR complex protein NPRL3	chain
Q9VUC6	1-1183		PRO_0000372648	Formin-like protein	chain
Q9VUF8	?-540		PRO_0000003630	Ecdysone 20-monooxygenase	chain
Q9VUI3	1-1076		PRO_0000050967	Echinoderm microtubule-associated protein-like CG42247	chain
Q9VUJ0	1-333		PRO_0000087686	Large ribosomal subunit protein mL39	chain
Q9VUK5	1-378		PRO_0000174268	Putative odorant receptor 71a	chain
Q9VUK8	88-765	ECO:0000305	PRO_0000452350	Glycine--tRNA ligase	chain
Q9VUL1	1-627		PRO_0000247038	CTP synthase	chain
Q9VUL9	1-503		PRO_0000221122	Glycoprotein 3-alpha-L-fucosyltransferase A	chain
Q9VUM0	1-1190		PRO_0000115209	Probable DNA mismatch repair protein Msh6	chain
Q9VUN0	15-1514		PRO_0000436858	Toll-like receptor 6	chain
Q9VUN3	1-217		PRO_0000208711	GTP-binding nuclear protein Ran-like	chain
Q9VUQ5	1-1214		PRO_0000194071	Protein argonaute-2	chain
Q9VUQ8	1-288		PRO_0000129508	DCN1-like protein 1	chain
Q9VUR0	1-607		PRO_0000280372	Probable Ufm1-specific protease 2	chain
Q9VUR3	1-334		PRO_0000221130	Probable aminoacyl tRNA synthase complex-interacting multifunctional protein 2	chain
Q9VUR7	1-276		PRO_0000372652	Phosducin-like protein 1	chain
Q9VUT6	1-590		PRO_0000059162	Polypeptide N-acetylgalactosaminyltransferase 8	chain
Q9VUT8	1-343		PRO_0000438381	Protein commissureless 2	chain
Q9VUU5	1-623		PRO_0000379948	Kelch-like protein diablo	chain
Q9VUV9	1-2142		PRO_0000102089	U5 small nuclear ribonucleoprotein 200 kDa helicase	chain
Q9VUW9	1-637	ECO:0000305	PRO_0000436308	Palmitoyltransferase Hip14	chain
Q9VUX2	1-1226		PRO_0000055951	E3 ubiquitin-protein ligase mind-bomb	chain
Q9VUX3	47-671	ECO:0000255	PRO_0000432994	Palmitoleoyl-protein carboxylesterase NOTUM	chain
Q9VUY0	21-698		PRO_0000305221	MOXD1 homolog 1	chain
Q9VUY8	1-1191		PRO_0000390953	WASH complex subunit homolog 5	chain
Q9VUY9	1-560		PRO_0000147789	Phosphoglucomutase 1	chain
Q9VUZ1	1-139		PRO_0000412460	Probable trafficking protein particle complex subunit 2	chain
Q9VV36	22-191	ECO:0000255	PRO_5008974705	Retinin	chain
Q9VV41	1-347		PRO_0000307784	Probable tRNA N6-adenosine threonylcarbamoyltransferase	chain
Q9VV43	1-192		PRO_0000221141	Tubulin polymerization-promoting protein homolog	chain
Q9VV72	16-441	ECO:0000305	PRO_0000437746	Multiple inositol polyphosphate phosphatase 1	chain
Q9VV73	1-841		PRO_0000220539	Nuclear RNA export factor 2	chain
Q9VV74	1-226		PRO_0000424374	Survival motor neuron protein	chain
Q9VV87	1-316		PRO_0000451162	Very long chain fatty acid elongase 6	chain
Q9VV96	18-182		PRO_0000023908	Peptidoglycan-recognition protein SB2	chain
Q9VVA0	1-143		PRO_0000372846	Cold shock domain-containing protein CG9705	chain
Q9VVA6	1-332		PRO_0000455830	Nuclear migration protein nudC	chain
Q9VVA8	1-78		PRO_0000221145	Transmembrane protein 258	chain
Q9VVB4	1-555		PRO_0000338405	Coiled-coil domain-containing protein 22 homolog	chain
Q9VVD9	1-396		PRO_0000213384	Adenosine 3'-phospho 5'-phosphosulfate transporter 2	chain
Q9VVE2	1-268		PRO_0000315670	Protein rogdi	chain
Q9VVE5	1-369		PRO_0000374051	RNA-binding protein Musashi homolog Rbp6	chain
Q9VVF3	1-404		PRO_0000174269	Odorant receptor 74a	chain
Q9VVG4	1-889		PRO_0000118916	Exocyst complex component 1	chain
Q9VVG6	1-268		PRO_0000115242	Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial	chain
Q9VVH3	1-122		PRO_0000433598	MICOS complex subunit MIC13 homolog QIL1	chain
Q9VVH9	1-819		PRO_0000446514	Solute carrier organic anion transporter family member 74D	chain
Q9VVI1	1-420		PRO_0000460192	Putative RNA-binding protein Alsin2	chain
Q9VVI2	1-680		PRO_0000330730	Enhancer of mRNA-decapping protein 3	chain
Q9VVI3	1-1007		PRO_0000120322	E3 ubiquitin-protein ligase Nedd-4	chain
Q9VVI9	1-226		PRO_0000372645	Charged multivesicular body protein 5	chain
Q9VVK8	1-594		PRO_0000456959	Probable ATP-dependent RNA helicase DDX52	chain
Q9VVL1	1-629	ECO:0000305	PRO_0000444755	Ionotropic receptor 75a	chain
Q9VVL6	1-337		PRO_0000304773	Mediator of RNA polymerase II transcription subunit 19	chain
Q9VVN2	?-225		PRO_0000030593	Small ribosomal subunit protein mS26	chain
Q9VVN4	1-846		PRO_0000226819	ATR-interacting protein mus304	chain
Q9VVN6	1-510		PRO_0000052322	Probable cytochrome P450 312a1	chain
Q9VVR0	1-169		PRO_0000372639	Uncharacterized protein CG13380	chain
Q9VVR1	1-496		PRO_0000367514	Ubiquitin carboxyl-terminal hydrolase nonstop	chain
Q9VVR2	1-539		PRO_0000273210	Protein aurora borealis	chain
Q9VVR4	21-461		PRO_0000002818	Gram-negative bacteria-binding protein 2	chain
Q9VVR6	1-196		PRO_0000367525	SAGA-associated factor 11 homolog	chain
Q9VVR9	?-524		PRO_0000003612	Probable cytochrome P450 12c1, mitochondrial	chain
Q9VVS4	1-176		PRO_0000304314	Mediator of RNA polymerase II transcription subunit 11	chain
Q9VVT2	1-590		PRO_0000172499	Protein I'm not dead yet	chain
Q9VVT5	1-288		PRO_0000420202	Dysbindin protein homolog	chain
Q9VVT9	1-181		PRO_0000452830	Ninjurin-B	chain
Q9VVU5	1-525		PRO_0000120964	COP9 signalosome complex subunit 1b	chain
Q9VVV2	1-328		PRO_0000331551	Organic solute transporter alpha-like protein	chain
Q9VVV9	1-928		PRO_0000301998	Protein naked cuticle	chain
Q9VVW1	23-386		PRO_0000032528	Accessory gland protein Acp76A	chain
Q9VVW3	1-327		PRO_0000446382	Sideroflexin-2	chain
Q9VVW5	1-411		PRO_0000408762	Dual specificity protein phosphatase Mpk3	chain
Q9VVW8	1-300		PRO_0000416165	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	chain
Q9VVX0	1-245		PRO_0000424375	Gem-associated protein 2	chain
Q9VVX3	23-694		PRO_0000013012	Frizzled-2	chain
Q9VVX5	1-497		PRO_0000233380	Lysophospholipid acyltransferase 5	chain
Q9VVY3	1-681		PRO_0000372644	Glycogen-binding subunit 76A	chain
Q9VW09	1-1747		PRO_0000404572	E3 ubiquitin-protein ligase listerin	chain
Q9VW12	1-125		PRO_0000254641	UPF0389 protein CG9231	chain
Q9VW14	26-407		PRO_0000311307	rRNA methyltransferase 3, mitochondrial	chain
Q9VW15	1-2226		PRO_0000259518	Histone-lysine N-methyltransferase ash1	chain
Q9VW26	?-431		PRO_0000001268	Ornithine aminotransferase, mitochondrial	chain
Q9VW27	1-717		PRO_0000436309	Protein Teyrha-meyrha	chain
Q9VW43	1-504		PRO_0000052314	Probable cytochrome P450 305a1	chain
Q9VW47	1-2531		PRO_0000312963	Mediator of RNA polymerase II transcription subunit 12	chain
Q9VW51	1-1059		PRO_0000430426	RNA polymerase II elongation factor Ell	chain
Q9VW56	1-125		PRO_0000124853	Probable prefoldin subunit 6	chain
Q9VW60	1-1307		PRO_0000195713	Adenylate cyclase type 2	chain
Q9VW71	39-4699		PRO_0000004016	Fat-like cadherin-related tumor suppressor homolog	chain
Q9VW78	17-636		PRO_5015100753	Ionotropic receptor coreceptor Ir76b	chain
Q9VW87	1-162		PRO_0000437457	Protein snakeskin	chain
Q9VW97	1-890		PRO_0000226785	Possible lysine-specific histone demethylase 1	chain
Q9VWA1	1-219		PRO_0000205774	Clathrin light chain	chain
Q9VWA2	1-203		PRO_0000171696	Probable deoxycytidylate deaminase	chain
Q9VWA8	1-262		PRO_0000220771	Protein FRG1 homolog	chain
Q9VWB0	1-1350		PRO_0000337065	Tectonin beta-propeller repeat-containing protein	chain
Q9VWB1	1-248		PRO_0000459586	DCN1-like protein 4	chain
Q9VWB9	1-1746		PRO_0000441753	tRNA (32-2'-O)-methyltransferase regulator THADA	chain
Q9VWC6	1-1596		PRO_0000459219	Transcription factor Zelda	chain
Q9VWD4	1-580		PRO_0000372850	Probable RNA-binding protein CG14230	chain
Q9VWD6	32-409		PRO_0000307783	Probable tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial	chain
Q9VWE0	24-1282		PRO_0000010999	Cytokine receptor	chain
Q9VWE6	1-2111		PRO_0000372641	Protein ELYS homolog	chain
Q9VWE9	1-68		PRO_0000104203	Protein transport protein Sec61 gamma-2 subunit	chain
Q9VWF2	1-2006		PRO_0000059340	Supporter of activation of yellow protein	chain
Q9VWF4	1-387		PRO_0000439451	Dual specificity protein phosphatase MPK-4	chain
Q9VWG0	1-387		PRO_0000454894	Solute carrier family 25 protein Shawn	chain
Q9VWG3	1-160		PRO_0000116367	Small ribosomal subunit protein eS10B	chain
Q9VWH4	?-377		PRO_0000014442	Probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	chain
Q9VWH8	27-72		PRO_0000247774	Protein kish	chain
Q9VWI0	29-183	ECO:0000255	PRO_0000451402	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	chain
Q9VWI4	1-211	ECO:0000305	PRO_0000447341	RING finger protein narya	chain
Q9VWK6	1-325		PRO_0000326104	Post-GPI attachment to proteins factor 2-like	chain
Q9VWL5	1-419		PRO_0000208501	Innexin inx5	chain
Q9VWN4	1-1150		PRO_0000444613	Fl(2)d-associated complex component	chain
Q9VWN5	1-560		PRO_0000317565	Ubiquitin carboxyl-terminal hydrolase MINDY-3 homolog	chain
Q9VWN9	1-2103		PRO_0000452204	Zinc finger SWIM domain-containing protein 8 homolog	chain
Q9VWP4	35-573	ECO:0000255	PRO_0000006485	Sulfite oxidase, mitochondrial	chain
Q9VWQ2	1-483	ECO:0000305	PRO_0000434556	Serine	chain
Q9VWR2	1-490		PRO_0000052317	Probable cytochrome P450 308a1	chain
Q9VWR5	1-574		PRO_0000052315	Cytochrome P450 306a1	chain
Q9VWR8	1-872		PRO_0000311884	C-mannosyltransferase dpy-19 homolog	chain
Q9VWS0	1-686		PRO_0000463507	Inhibitor of growth protein 3	chain
Q9VWS2	1-331		PRO_0000443735	Nucleoporin Nup35	chain
Q9VWS4	77-343	ECO:0000255	PRO_0000434983	Tumor necrosis factor receptor superfamily member wgn	chain
Q9VWU1	23-394	ECO:0000255	PRO_0000271766	Serine protease persephone	chain
Q9VWV8	1-307		PRO_0000280592	Nitric oxide synthase-interacting protein homolog	chain
Q9VWV9	1-525		PRO_0000213140	Protein-serine O-palmitoleoyltransferase porcupine	chain
Q9VWW0	1-359		PRO_0000076636	Cyclic AMP response element-binding protein B	chain
Q9VWX8	2-187		PRO_0000458652	Frequenin-2	chain
Q9VWY6	1-328		PRO_0000118886	Transcription initiation factor TFIID subunit 8	chain
Q9VX09	1-607		PRO_0000089126	Actin-related protein 8	chain
Q9VX10	1-162		PRO_0000211433	Sulfiredoxin	chain
Q9VX12	1-359		PRO_0000462579	SAGA complex subunit Spt7	chain
Q9VX25	1-209		PRO_0000390440	Ubiquitin-conjugating enzyme E2 S	chain
Q9VX31	1-1105		PRO_0000437669	Integrator complex subunit 2	chain
Q9VX32	1-1561		PRO_0000372856	Rho GTPase-activating protein 190	chain
Q9VX39	1-320		PRO_0000291946	Transmembrane protein 41 homolog	chain
Q9VX88	1-834		PRO_0000438854	WW domain-containing adapter protein with coiled-coil homolog	chain
Q9VX91	1-1824		PRO_0000056139	E3 ubiquitin-protein ligase UBR1	chain
Q9VX98	1-189	ECO:0000305	PRO_0000432074	Density-regulated protein homolog	chain
Q9VXA0	1-412		PRO_0000435315	GATOR complex protein NPRL2	chain
Q9VXA8	1-375		PRO_0000406136	Decapping and exoribonuclease protein Rai1	chain
Q9VXB0	1-246		PRO_0000213074	NECAP-like protein CG9132	chain
Q9VXB3	1-173		PRO_0000309508	Histone deacetylase complex subunit SAP30 homolog	chain
Q9VXB5	?-233		PRO_0000323420	Large ribosomal subunit protein uL22m	chain
Q9VXD1	1-176	ECO:0000305	PRO_0000438867	Protein singles bar	chain
Q9VXD6	19-454	ECO:0000255	PRO_5015100773	Nuclear envelope integral membrane protein	chain
Q9VXD9	38-676		PRO_0000013023	Probable G-protein coupled receptor Mth-like 1	chain
Q9VXE0	1-76		PRO_0000125548	Probable small nuclear ribonucleoprotein G	chain
Q9VXE5	1-639		PRO_0000086479	Serine	chain
Q9VXE6	1-1883		PRO_0000422142	Nuclear pore complex protein Nup153	chain
Q9VXF1	1-584		PRO_0000308356	Serine	chain
Q9VXG1	1-1959		PRO_0000046924	Zinc finger protein hangover	chain
Q9VXG4	1-511		PRO_0000067518	Annexin B11	chain
Q9VXG8	1-2517		PRO_0000225630	Serine	chain
Q9VXH6	1-681		PRO_0000207732	Calpain-C	chain
Q9VXH9	1-1102		PRO_0000390960	WASH complex subunit 4	chain
Q9VXJ0	1-598		PRO_0000416935	Peroxisomal multifunctional enzyme type 2	chain
Q9VXK0	1-273		PRO_0000221151	Protein NipSnap	chain
Q9VXK6	1-464		PRO_0000212520	Eukaryotic translation initiation factor 5	chain
Q9VXL0	1-418		PRO_0000174229	Odorant receptor 13a	chain
Q9VXM0	23-2009	ECO:0000255	PRO_5004335329	Low-density lipoprotein receptor-related protein 4	chain
Q9VXN0	1-377		PRO_0000311095	tRNA-queuosine alpha-mannosyltransferase	chain
Q9VXN2	1-61		PRO_0000437960	Protein stunted	chain
Q9VXN4	1-665		PRO_0000151662	Probable arginine--tRNA ligase, cytoplasmic	chain
Q9VXN9	1-345		PRO_0000220626	Peptidoglycan-recognition protein LE	chain
Q9VXP4	1-225		PRO_0000058150	Platelet-activating factor acetylhydrolase IB subunit beta homolog	chain
Q9VXT2	1-333		PRO_0000348574	DnaJ homolog subfamily C member 25 homolog	chain
Q9VXT5	1-687		PRO_0000315652	CWF19-like protein 2 homolog	chain
Q9VXT7	1-187		PRO_0000420567	Probable isoaspartyl peptidase	chain
Q9VXT7	188-332		PRO_0000420568	Probable isoaspartyl peptidase	chain
Q9VXV9	1-317		PRO_0000305069	WSCD family member CG9164	chain
Q9VXX8	1-93		PRO_0000139710	Large ribosomal subunit protein eL37A	chain
Q9VXY0	1-495		PRO_0000051848	Probable cytochrome P450 4s3	chain
Q9VXY2	1-2084		PRO_0000278141	MAP kinase-activating death domain protein	chain
Q9VXY4	1-180		PRO_0000321564	Translation machinery-associated protein 16 homolog	chain
Q9VXY7	1-352		PRO_0000099895	Lipid storage droplets surface-binding protein 2	chain
Q9VY01	1-657		PRO_0000454215	Ecdysone oxidase	chain
Q9VY28	1-167		PRO_0000087711	Small ribosomal subunit protein mS25	chain
Q9VY77	1-728		PRO_0000416967	LIM domain-containing protein jub	chain
